year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2013,"Willet",Tringa semipalmata,25,126.3,0.19794140934283452
2014,"Willet",Tringa semipalmata,21,62.25,0.3373493975903614
2015,"Willet",Tringa semipalmata,10,91,0.10989010989010989
2016,"Willet",Tringa semipalmata,34,90.8,0.3744493392070485
2017,"Willet",Tringa semipalmata,10,90,0.1111111111111111
2018,"Willet",Tringa semipalmata,7,90.5,0.07734806629834254
2019,"Willet",Tringa semipalmata,3,63,0.047619047619047616
2010,"Lesser Yellowlegs",Tringa flavipes,0,69.5,0
2011,"Lesser Yellowlegs",Tringa flavipes,0,98.05,0
2012,"Lesser Yellowlegs",Tringa flavipes,0,98.25,0
2013,"Lesser Yellowlegs",Tringa flavipes,1,126.3,0.007917656373713382
2014,"Lesser Yellowlegs",Tringa flavipes,0,62.25,0
2015,"Lesser Yellowlegs",Tringa flavipes,0,91,0
2016,"Lesser Yellowlegs",Tringa flavipes,0,90.8,0
2017,"Lesser Yellowlegs",Tringa flavipes,1,90,0.011111111111111112
2018,"Lesser Yellowlegs",Tringa flavipes,0,90.5,0
2019,"Lesser Yellowlegs",Tringa flavipes,2,63,0.031746031746031744
2010,"Whimbrel",Numenius phaeopus,8,69.5,0.11510791366906475
2011,"Whimbrel",Numenius phaeopus,43,98.05,0.4385517593064763
2012,"Whimbrel",Numenius phaeopus,59,98.25,0.6005089058524173
2013,"Whimbrel",Numenius phaeopus,14,126.3,0.11084718923198733
2014,"Whimbrel",Numenius phaeopus,3,62.25,0.04819277108433735
2015,"Whimbrel",Numenius phaeopus,6,91,0.06593406593406594
2016,"Whimbrel",Numenius phaeopus,3,90.8,0.03303964757709251
2017,"Whimbrel",Numenius phaeopus,18,90,0.2
2018,"Whimbrel",Numenius phaeopus,14,90.5,0.15469613259668508
2019,"Whimbrel",Numenius phaeopus,26,63,0.4126984126984127
2010,"Ruddy Turnstone",Arenaria interpres,9,69.5,0.12949640287769784
2011,"Ruddy Turnstone",Arenaria interpres,0,98.05,0
2012,"Ruddy Turnstone",Arenaria interpres,1,98.25,0.010178117048346057
2013,"Ruddy Turnstone",Arenaria interpres,3,126.3,0.023752969121140142
2014,"Ruddy Turnstone",Arenaria interpres,4,62.25,0.0642570281124498
2015,"Ruddy Turnstone",Arenaria interpres,1,91,0.01098901098901099
2016,"Ruddy Turnstone",Arenaria interpres,0,90.8,0
2017,"Ruddy Turnstone",Arenaria interpres,0,90,0
2018,"Ruddy Turnstone",Arenaria interpres,0,90.5,0
2019,"Ruddy Turnstone",Arenaria interpres,0,63,0
2010,"Red Knot",Calidris canutus,0,69.5,0
2011,"Red Knot",Calidris canutus,0,98.05,0
2012,"Red Knot",Calidris canutus,3,98.25,0.030534351145038167
2013,"Red Knot",Calidris canutus,0,126.3,0
2014,"Red Knot",Calidris canutus,0,62.25,0
2015,"Red Knot",Calidris canutus,0,91,0
2016,"Red Knot",Calidris canutus,0,90.8,0
2017,"Red Knot",Calidris canutus,0,90,0
2018,"Red Knot",Calidris canutus,0,90.5,0
2019,"Red Knot",Calidris canutus,0,63,0
2010,"Sanderling",Calidris alba,0,69.5,0
2011,"Sanderling",Calidris alba,0,98.05,0
2012,"Sanderling",Calidris alba,20,98.25,0.2035623409669211
2013,"Sanderling",Calidris alba,0,126.3,0
2014,"Sanderling",Calidris alba,0,62.25,0
2015,"Sanderling",Calidris alba,0,91,0
2016,"Sanderling",Calidris alba,0,90.8,0
2017,"Sanderling",Calidris alba,0,90,0
2018,"Sanderling",Calidris alba,0,90.5,0
2019,"Sanderling",Calidris alba,0,63,0
2010,"Least Sandpiper",Calidris minutilla,0,69.5,0
2011,"Least Sandpiper",Calidris minutilla,0,98.05,0
2012,"Least Sandpiper",Calidris minutilla,0,98.25,0
2013,"Least Sandpiper",Calidris minutilla,0,126.3,0
2014,"Least Sandpiper",Calidris minutilla,0,62.25,0
2015,"Least Sandpiper",Calidris minutilla,2,91,0.02197802197802198
2016,"Least Sandpiper",Calidris minutilla,0,90.8,0
2017,"Least Sandpiper",Calidris minutilla,0,90,0
2018,"Least Sandpiper",Calidris minutilla,0,90.5,0
2019,"Least Sandpiper",Calidris minutilla,0,63,0
2010,"Semipalmated Sandpiper",Calidris pusilla,12,69.5,0.17266187050359713
2011,"Semipalmated Sandpiper",Calidris pusilla,0,98.05,0
2012,"Semipalmated Sandpiper",Calidris pusilla,0,98.25,0
2013,"Semipalmated Sandpiper",Calidris pusilla,0,126.3,0
2014,"Semipalmated Sandpiper",Calidris pusilla,0,62.25,0
2015,"Semipalmated Sandpiper",Calidris pusilla,0,91,0
2016,"Semipalmated Sandpiper",Calidris pusilla,0,90.8,0
2017,"Semipalmated Sandpiper",Calidris pusilla,0,90,0
2018,"Semipalmated Sandpiper",Calidris pusilla,0,90.5,0
2019,"Semipalmated Sandpiper",Calidris pusilla,0,63,0
2010,"Western Sandpiper",Calidris mauri,0,69.5,0
2011,"Western Sandpiper",Calidris mauri,0,98.05,0
2012,"Western Sandpiper",Calidris mauri,0,98.25,0
2013,"Western Sandpiper",Calidris mauri,0,126.3,0
2014,"Western Sandpiper",Calidris mauri,0,62.25,0
2015,"Western Sandpiper",Calidris mauri,0,91,0
2016,"Western Sandpiper",Calidris mauri,0,90.8,0
2017,"Western Sandpiper",Calidris mauri,2,90,0.022222222222222223
2018,"Western Sandpiper",Calidris mauri,2,90.5,0.022099447513812154
2019,"Western Sandpiper",Calidris mauri,0,63,0
2010,"Short-billed Dowitcher",Limnodromus griseus,5,69.5,0.07194244604316546
2011,"Short-billed Dowitcher",Limnodromus griseus,0,98.05,0
2012,"Short-billed Dowitcher",Limnodromus griseus,0,98.25,0
2013,"Short-billed Dowitcher",Limnodromus griseus,0,126.3,0
2014,"Short-billed Dowitcher",Limnodromus griseus,0,62.25,0
2015,"Short-billed Dowitcher",Limnodromus griseus,0,91,0
2016,"Short-billed Dowitcher",Limnodromus griseus,0,90.8,0
2017,"Short-billed Dowitcher",Limnodromus griseus,0,90,0
2018,"Short-billed Dowitcher",Limnodromus griseus,0,90.5,0
2019,"Short-billed Dowitcher",Limnodromus griseus,0,63,0
2010,"Sabine's Gull",Xema sabini,0,69.5,0
2011,"Sabine's Gull",Xema sabini,0,98.05,0
2012,"Sabine's Gull",Xema sabini,0,98.25,0
2013,"Sabine's Gull",Xema sabini,0,126.3,0
2014,"Sabine's Gull",Xema sabini,0,62.25,0
2015,"Sabine's Gull",Xema sabini,2,91,0.02197802197802198
2016,"Sabine's Gull",Xema sabini,0,90.8,0
2017,"Sabine's Gull",Xema sabini,0,90,0
2018,"Sabine's Gull",Xema sabini,0,90.5,0
2019,"Sabine's Gull",Xema sabini,0,63,0
2010,"Laughing Gull",Leucophaeus atricilla,8,69.5,0.11510791366906475
2011,"Laughing Gull",Leucophaeus atricilla,0,98.05,0
2012,"Laughing Gull",Leucophaeus atricilla,85,98.25,0.8651399491094147
2013,"Laughing Gull",Leucophaeus atricilla,5,126.3,0.0395882818685669
2014,"Laughing Gull",Leucophaeus atricilla,2,62.25,0.0321285140562249
2015,"Laughing Gull",Leucophaeus atricilla,108,91,1.1868131868131868
2016,"Laughing Gull",Leucophaeus atricilla,0,90.8,0
2017,"Laughing Gull",Leucophaeus atricilla,2,90,0.022222222222222223
2018,"Laughing Gull",Leucophaeus atricilla,7,90.5,0.07734806629834254
2019,"Laughing Gull",Leucophaeus atricilla,12,63,0.19047619047619047
2010,"Black Tern",Chlidonias niger,0,69.5,0
2011,"Black Tern",Chlidonias niger,0,98.05,0
2012,"Black Tern",Chlidonias niger,0,98.25,0
2013,"Black Tern",Chlidonias niger,0,126.3,0
2014,"Black Tern",Chlidonias niger,0,62.25,0
2015,"Black Tern",Chlidonias niger,650,91,7.142857142857143
2016,"Black Tern",Chlidonias niger,0,90.8,0
2017,"Black Tern",Chlidonias niger,0,90,0
2018,"Black Tern",Chlidonias niger,0,90.5,0
2019,"Black Tern",Chlidonias niger,0,63,0
2010,"Common Tern",Sterna hirundo,0,69.5,0
2011,"Common Tern",Sterna hirundo,0,98.05,0
2012,"Common Tern",Sterna hirundo,0,98.25,0
2013,"Common Tern",Sterna hirundo,0,126.3,0
2014,"Common Tern",Sterna hirundo,0,62.25,0
2015,"Common Tern",Sterna hirundo,9,91,0.0989010989010989
2016,"Common Tern",Sterna hirundo,0,90.8,0
2017,"Common Tern",Sterna hirundo,0,90,0
2018,"Common Tern",Sterna hirundo,0,90.5,0
2019,"Common Tern",Sterna hirundo,0,63,0
2010,"Royal Tern",Thalasseus maximus,78,69.5,1.1223021582733812
2011,"Royal Tern",Thalasseus maximus,68,98.05,0.6935237123916369
2012,"Royal Tern",Thalasseus maximus,38,98.25,0.38676844783715014
2013,"Royal Tern",Thalasseus maximus,142,126.3,1.1243072050673002
2014,"Royal Tern",Thalasseus maximus,16,62.25,0.2570281124497992
2015,"Royal Tern",Thalasseus maximus,17,91,0.18681318681318682
2016,"Royal Tern",Thalasseus maximus,0,90.8,0
2017,"Royal Tern",Thalasseus maximus,9,90,0.1
2018,"Royal Tern",Thalasseus maximus,15,90.5,0.16574585635359115
2019,"Royal Tern",Thalasseus maximus,7,63,0.1111111111111111
2010,"Sandwich Tern",Thalasseus sandvicensis,0,69.5,0
2011,"Sandwich Tern",Thalasseus sandvicensis,0,98.05,0
2012,"Sandwich Tern",Thalasseus sandvicensis,0,98.25,0
2013,"Sandwich Tern",Thalasseus sandvicensis,0,126.3,0
2014,"Sandwich Tern",Thalasseus sandvicensis,0,62.25,0
2015,"Sandwich Tern",Thalasseus sandvicensis,12,91,0.13186813186813187
2016,"Sandwich Tern",Thalasseus sandvicensis,0,90.8,0
2017,"Sandwich Tern",Thalasseus sandvicensis,0,90,0
2018,"Sandwich Tern",Thalasseus sandvicensis,0,90.5,0
2019,"Sandwich Tern",Thalasseus sandvicensis,0,63,0
2010,"Elegant Tern",Thalasseus elegans,0,69.5,0
2011,"Elegant Tern",Thalasseus elegans,0,98.05,0
2012,"Elegant Tern",Thalasseus elegans,0,98.25,0
2013,"Elegant Tern",Thalasseus elegans,0,126.3,0
2014,"Elegant Tern",Thalasseus elegans,0,62.25,0
2015,"Elegant Tern",Thalasseus elegans,10,91,0.10989010989010989
2016,"Elegant Tern",Thalasseus elegans,0,90.8,0
2017,"Elegant Tern",Thalasseus elegans,0,90,0
2018,"Elegant Tern",Thalasseus elegans,1,90.5,0.011049723756906077
2019,"Elegant Tern",Thalasseus elegans,0,63,0
2010,"Pale-vented Pigeon",Patagioenas cayennensis,0,69.5,0
2011,"Pale-vented Pigeon",Patagioenas cayennensis,0,98.05,0
2012,"Pale-vented Pigeon",Patagioenas cayennensis,0,98.25,0
2013,"Pale-vented Pigeon",Patagioenas cayennensis,2,126.3,0.015835312747426764
2014,"Pale-vented Pigeon",Patagioenas cayennensis,0,62.25,0
2015,"Pale-vented Pigeon",Patagioenas cayennensis,0,91,0
2016,"Pale-vented Pigeon",Patagioenas cayennensis,0,90.8,0
2017,"Pale-vented Pigeon",Patagioenas cayennensis,0,90,0
2018,"Pale-vented Pigeon",Patagioenas cayennensis,0,90.5,0
2019,"Pale-vented Pigeon",Patagioenas cayennensis,0,63,0
2010,"Scaled Pigeon",Patagioenas speciosa,0,69.5,0
2011,"Scaled Pigeon",Patagioenas speciosa,0,98.05,0
2012,"Scaled Pigeon",Patagioenas speciosa,0,98.25,0
2013,"Scaled Pigeon",Patagioenas speciosa,0,126.3,0
2014,"Scaled Pigeon",Patagioenas speciosa,0,62.25,0
2015,"Scaled Pigeon",Patagioenas speciosa,0,91,0
2016,"Scaled Pigeon",Patagioenas speciosa,0,90.8,0
2017,"Scaled Pigeon",Patagioenas speciosa,2,90,0.022222222222222223
2018,"Scaled Pigeon",Patagioenas speciosa,0,90.5,0
2019,"Scaled Pigeon",Patagioenas speciosa,0,63,0
2010,"Red-billed Pigeon",Patagioenas flavirostris,7,69.5,0.10071942446043165
2011,"Red-billed Pigeon",Patagioenas flavirostris,11,98.05,0.11218765935747069
2012,"Red-billed Pigeon",Patagioenas flavirostris,8,98.25,0.08142493638676845
2013,"Red-billed Pigeon",Patagioenas flavirostris,6,126.3,0.047505938242280284
2014,"Red-billed Pigeon",Patagioenas flavirostris,16,62.25,0.2570281124497992
2015,"Red-billed Pigeon",Patagioenas flavirostris,38,91,0.4175824175824176
2016,"Red-billed Pigeon",Patagioenas flavirostris,3,90.8,0.03303964757709251
2017,"Red-billed Pigeon",Patagioenas flavirostris,11,90,0.12222222222222222
2018,"Red-billed Pigeon",Patagioenas flavirostris,10,90.5,0.11049723756906077
2019,"Red-billed Pigeon",Patagioenas flavirostris,10,63,0.15873015873015872
2010,"Band-tailed Pigeon",Patagioenas fasciata,0,69.5,0
2011,"Band-tailed Pigeon",Patagioenas fasciata,0,98.05,0
2012,"Band-tailed Pigeon",Patagioenas fasciata,0,98.25,0
2013,"Band-tailed Pigeon",Patagioenas fasciata,4,126.3,0.03167062549485353
2014,"Band-tailed Pigeon",Patagioenas fasciata,0,62.25,0
2015,"Band-tailed Pigeon",Patagioenas fasciata,0,91,0
2016,"Band-tailed Pigeon",Patagioenas fasciata,0,90.8,0
2017,"Band-tailed Pigeon",Patagioenas fasciata,0,90,0
2018,"Band-tailed Pigeon",Patagioenas fasciata,0,90.5,0
2019,"Band-tailed Pigeon",Patagioenas fasciata,0,63,0
2010,"Short-billed Pigeon",Patagioenas nigrirostris,0,69.5,0
2011,"Short-billed Pigeon",Patagioenas nigrirostris,0,98.05,0
2012,"Short-billed Pigeon",Patagioenas nigrirostris,0,98.25,0
2013,"Short-billed Pigeon",Patagioenas nigrirostris,0,126.3,0
2014,"Short-billed Pigeon",Patagioenas nigrirostris,0,62.25,0
2015,"Short-billed Pigeon",Patagioenas nigrirostris,0,91,0
2016,"Short-billed Pigeon",Patagioenas nigrirostris,0,90.8,0
2017,"Short-billed Pigeon",Patagioenas nigrirostris,2,90,0.022222222222222223
2018,"Short-billed Pigeon",Patagioenas nigrirostris,0,90.5,0
2019,"Short-billed Pigeon",Patagioenas nigrirostris,0,63,0
2010,"Inca Dove",Columbina inca,59,69.5,0.8489208633093526
2011,"Inca Dove",Columbina inca,97,98.05,0.9892911779704233
2012,"Inca Dove",Columbina inca,51,98.25,0.5190839694656488
2013,"Inca Dove",Columbina inca,48,126.3,0.38004750593824227
2014,"Inca Dove",Columbina inca,56,62.25,0.8995983935742972
2015,"Inca Dove",Columbina inca,70,91,0.7692307692307693
2016,"Inca Dove",Columbina inca,101,90.8,1.1123348017621146
2017,"Inca Dove",Columbina inca,126,90,1.4
2018,"Inca Dove",Columbina inca,117,90.5,1.292817679558011
2019,"Inca Dove",Columbina inca,76,63,1.2063492063492063
2010,"Common Ground-Dove",Columbina passerina,6,69.5,0.08633093525179857
2011,"Common Ground-Dove",Columbina passerina,14,98.05,0.14278429372768997
2012,"Common Ground-Dove",Columbina passerina,6,98.25,0.061068702290076333
2013,"Common Ground-Dove",Columbina passerina,14,126.3,0.11084718923198733
2014,"Common Ground-Dove",Columbina passerina,19,62.25,0.30522088353413657
2015,"Common Ground-Dove",Columbina passerina,24,91,0.26373626373626374
2016,"Common Ground-Dove",Columbina passerina,2,90.8,0.022026431718061675
2017,"Common Ground-Dove",Columbina passerina,12,90,0.13333333333333333
2018,"Common Ground-Dove",Columbina passerina,18,90.5,0.19889502762430938
2019,"Common Ground-Dove",Columbina passerina,41,63,0.6507936507936508
2010,"Plain-breasted Ground-Dove",Columbina minuta,0,69.5,0
2011,"Plain-breasted Ground-Dove",Columbina minuta,0,98.05,0
2012,"Plain-breasted Ground-Dove",Columbina minuta,0,98.25,0
2013,"Plain-breasted Ground-Dove",Columbina minuta,0,126.3,0
2014,"Plain-breasted Ground-Dove",Columbina minuta,2,62.25,0.0321285140562249
2015,"Plain-breasted Ground-Dove",Columbina minuta,1,91,0.01098901098901099
2016,"Plain-breasted Ground-Dove",Columbina minuta,1,90.8,0.011013215859030838
2017,"Plain-breasted Ground-Dove",Columbina minuta,0,90,0
2018,"Plain-breasted Ground-Dove",Columbina minuta,0,90.5,0
2019,"Plain-breasted Ground-Dove",Columbina minuta,4,63,0.06349206349206349
2010,"Ruddy Ground-Dove",Columbina talpacoti,0,69.5,0
2011,"Ruddy Ground-Dove",Columbina talpacoti,0,98.05,0
2012,"Ruddy Ground-Dove",Columbina talpacoti,0,98.25,0
2013,"Ruddy Ground-Dove",Columbina talpacoti,0,126.3,0
2014,"Ruddy Ground-Dove",Columbina talpacoti,5,62.25,0.08032128514056225
2015,"Ruddy Ground-Dove",Columbina talpacoti,0,91,0
2016,"Ruddy Ground-Dove",Columbina talpacoti,0,90.8,0
2017,"Ruddy Ground-Dove",Columbina talpacoti,0,90,0
2018,"Ruddy Ground-Dove",Columbina talpacoti,11,90.5,0.12154696132596685
2019,"Ruddy Ground-Dove",Columbina talpacoti,3,63,0.047619047619047616
2010,"Blue Ground-Dove",Claravis pretiosa,2,69.5,0.02877697841726619
2011,"Blue Ground-Dove",Claravis pretiosa,1,98.05,0.010198878123406425
2012,"Blue Ground-Dove",Claravis pretiosa,0,98.25,0
2013,"Blue Ground-Dove",Claravis pretiosa,3,126.3,0.023752969121140142
2014,"Blue Ground-Dove",Claravis pretiosa,0,62.25,0
2015,"Blue Ground-Dove",Claravis pretiosa,6,91,0.06593406593406594
2016,"Blue Ground-Dove",Claravis pretiosa,4,90.8,0.04405286343612335
2017,"Blue Ground-Dove",Claravis pretiosa,2,90,0.022222222222222223
2018,"Blue Ground-Dove",Claravis pretiosa,1,90.5,0.011049723756906077
2019,"Blue Ground-Dove",Claravis pretiosa,0,63,0
2010,"White-tipped Dove",Leptotila verreauxi,35,69.5,0.5035971223021583
2011,"White-tipped Dove",Leptotila verreauxi,41,98.05,0.41815400305966344
2012,"White-tipped Dove",Leptotila verreauxi,49,98.25,0.49872773536895676
2013,"White-tipped Dove",Leptotila verreauxi,58,126.3,0.4592240696753761
2014,"White-tipped Dove",Leptotila verreauxi,48,62.25,0.7710843373493976
2015,"White-tipped Dove",Leptotila verreauxi,39,91,0.42857142857142855
2016,"White-tipped Dove",Leptotila verreauxi,23,90.8,0.2533039647577093
2017,"White-tipped Dove",Leptotila verreauxi,41,90,0.45555555555555555
2018,"White-tipped Dove",Leptotila verreauxi,37,90.5,0.4088397790055249
2019,"White-tipped Dove",Leptotila verreauxi,23,63,0.36507936507936506
2010,"Gray-chested Dove",Leptotila cassinii,0,69.5,0
2011,"Gray-chested Dove",Leptotila cassinii,0,98.05,0
2012,"Gray-chested Dove",Leptotila cassinii,0,98.25,0
2013,"Gray-chested Dove",Leptotila cassinii,1,126.3,0.007917656373713382
2014,"Gray-chested Dove",Leptotila cassinii,0,62.25,0
2015,"Gray-chested Dove",Leptotila cassinii,0,91,0
2016,"Gray-chested Dove",Leptotila cassinii,0,90.8,0
2017,"Gray-chested Dove",Leptotila cassinii,0,90,0
2018,"Gray-chested Dove",Leptotila cassinii,0,90.5,0
2019,"Gray-chested Dove",Leptotila cassinii,0,63,0
2010,"Gray-headed Dove",Leptotila plumbeiceps,0,69.5,0
2011,"Gray-headed Dove",Leptotila plumbeiceps,0,98.05,0
2012,"Gray-headed Dove",Leptotila plumbeiceps,0,98.25,0
2013,"Gray-headed Dove",Leptotila plumbeiceps,0,126.3,0
2014,"Gray-headed Dove",Leptotila plumbeiceps,1,62.25,0.01606425702811245
2015,"Gray-headed Dove",Leptotila plumbeiceps,0,91,0
2016,"Gray-headed Dove",Leptotila plumbeiceps,0,90.8,0
2017,"Gray-headed Dove",Leptotila plumbeiceps,0,90,0
2018,"Gray-headed Dove",Leptotila plumbeiceps,0,90.5,0
2019,"Gray-headed Dove",Leptotila plumbeiceps,0,63,0
2010,"White-winged Dove",Zenaida asiatica,9,69.5,0.12949640287769784
2011,"White-winged Dove",Zenaida asiatica,54,98.05,0.5507394186639469
2012,"White-winged Dove",Zenaida asiatica,62,98.25,0.6310432569974554
2013,"White-winged Dove",Zenaida asiatica,47,126.3,0.3721298495645289
2014,"White-winged Dove",Zenaida asiatica,41,62.25,0.6586345381526104
2015,"White-winged Dove",Zenaida asiatica,32,91,0.3516483516483517
2016,"White-winged Dove",Zenaida asiatica,24,90.8,0.2643171806167401
2017,"White-winged Dove",Zenaida asiatica,46,90,0.5111111111111111
2018,"White-winged Dove",Zenaida asiatica,78,90.5,0.861878453038674
2019,"White-winged Dove",Zenaida asiatica,39,63,0.6190476190476191
2010,"Mourning Dove",Zenaida macroura,0,69.5,0
2011,"Mourning Dove",Zenaida macroura,0,98.05,0
2012,"Mourning Dove",Zenaida macroura,0,98.25,0
2013,"Mourning Dove",Zenaida macroura,8,126.3,0.06334125098970705
2014,"Mourning Dove",Zenaida macroura,0,62.25,0
2015,"Mourning Dove",Zenaida macroura,2,91,0.02197802197802198
2016,"Mourning Dove",Zenaida macroura,2,90.8,0.022026431718061675
2017,"Mourning Dove",Zenaida macroura,0,90,0
2018,"Mourning Dove",Zenaida macroura,0,90.5,0
2019,"Mourning Dove",Zenaida macroura,0,63,0
2010,"Squirrel Cuckoo",Piaya cayana,11,69.5,0.15827338129496402
2011,"Squirrel Cuckoo",Piaya cayana,14,98.05,0.14278429372768997
2012,"Squirrel Cuckoo",Piaya cayana,19,98.25,0.19338422391857507
2013,"Squirrel Cuckoo",Piaya cayana,28,126.3,0.22169437846397466
2014,"Squirrel Cuckoo",Piaya cayana,19,62.25,0.30522088353413657
2015,"Squirrel Cuckoo",Piaya cayana,17,91,0.18681318681318682
2016,"Squirrel Cuckoo",Piaya cayana,14,90.8,0.15418502202643172
2017,"Squirrel Cuckoo",Piaya cayana,45,90,0.5
2018,"Squirrel Cuckoo",Piaya cayana,23,90.5,0.2541436464088398
2019,"Squirrel Cuckoo",Piaya cayana,15,63,0.23809523809523808
2010,"Mangrove Cuckoo",Coccyzus minor,1,69.5,0.014388489208633094
2011,"Mangrove Cuckoo",Coccyzus minor,0,98.05,0
2012,"Mangrove Cuckoo",Coccyzus minor,1,98.25,0.010178117048346057
2013,"Mangrove Cuckoo",Coccyzus minor,0,126.3,0
2014,"Mangrove Cuckoo",Coccyzus minor,1,62.25,0.01606425702811245
2015,"Mangrove Cuckoo",Coccyzus minor,0,91,0
2016,"Mangrove Cuckoo",Coccyzus minor,0,90.8,0
2017,"Mangrove Cuckoo",Coccyzus minor,1,90,0.011111111111111112
2018,"Mangrove Cuckoo",Coccyzus minor,3,90.5,0.03314917127071823
2019,"Mangrove Cuckoo",Coccyzus minor,2,63,0.031746031746031744
2010,"Lesser Ground-Cuckoo",Morococcyx erythropygus,4,69.5,0.05755395683453238
2011,"Lesser Ground-Cuckoo",Morococcyx erythropygus,2,98.05,0.02039775624681285
2012,"Lesser Ground-Cuckoo",Morococcyx erythropygus,0,98.25,0
2013,"Lesser Ground-Cuckoo",Morococcyx erythropygus,5,126.3,0.0395882818685669
2014,"Lesser Ground-Cuckoo",Morococcyx erythropygus,0,62.25,0
2015,"Lesser Ground-Cuckoo",Morococcyx erythropygus,1,91,0.01098901098901099
2016,"Lesser Ground-Cuckoo",Morococcyx erythropygus,1,90.8,0.011013215859030838
2017,"Lesser Ground-Cuckoo",Morococcyx erythropygus,1,90,0.011111111111111112
2018,"Lesser Ground-Cuckoo",Morococcyx erythropygus,6,90.5,0.06629834254143646
2019,"Lesser Ground-Cuckoo",Morococcyx erythropygus,5,63,0.07936507936507936
2010,"Groove-billed Ani",Crotophaga sulcirostris,39,69.5,0.5611510791366906
2011,"Groove-billed Ani",Crotophaga sulcirostris,55,98.05,0.5609382967873534
2012,"Groove-billed Ani",Crotophaga sulcirostris,18,98.25,0.183206106870229
2013,"Groove-billed Ani",Crotophaga sulcirostris,22,126.3,0.17418844022169439
2014,"Groove-billed Ani",Crotophaga sulcirostris,32,62.25,0.5140562248995983
2015,"Groove-billed Ani",Crotophaga sulcirostris,39,91,0.42857142857142855
2016,"Groove-billed Ani",Crotophaga sulcirostris,27,90.8,0.29735682819383263
2017,"Groove-billed Ani",Crotophaga sulcirostris,44,90,0.4888888888888889
2018,"Groove-billed Ani",Crotophaga sulcirostris,70,90.5,0.7734806629834254
2019,"Groove-billed Ani",Crotophaga sulcirostris,53,63,0.8412698412698413
2010,"Barn Owl",Tyto alba,0,69.5,0
2011,"Barn Owl",Tyto alba,1,98.05,0.010198878123406425
2012,"Barn Owl",Tyto alba,0,98.25,0
2013,"Barn Owl",Tyto alba,0,126.3,0
2014,"Barn Owl",Tyto alba,0,62.25,0
2015,"Barn Owl",Tyto alba,0,91,0
2016,"Barn Owl",Tyto alba,0,90.8,0
2017,"Barn Owl",Tyto alba,0,90,0
2018,"Barn Owl",Tyto alba,0,90.5,0
2019,"Barn Owl",Tyto alba,0,63,0
2010,"Pacific Screech-Owl",Megascops cooperi,8,69.5,0.11510791366906475
2011,"Pacific Screech-Owl",Megascops cooperi,17,98.05,0.17338092809790923
2012,"Pacific Screech-Owl",Megascops cooperi,11,98.25,0.11195928753180662
2013,"Pacific Screech-Owl",Megascops cooperi,2,126.3,0.015835312747426764
2014,"Pacific Screech-Owl",Megascops cooperi,9,62.25,0.14457831325301204
2015,"Pacific Screech-Owl",Megascops cooperi,15,91,0.16483516483516483
2016,"Pacific Screech-Owl",Megascops cooperi,7,90.8,0.07709251101321586
2017,"Pacific Screech-Owl",Megascops cooperi,11,90,0.12222222222222222
2018,"Pacific Screech-Owl",Megascops cooperi,6,90.5,0.06629834254143646
2019,"Pacific Screech-Owl",Megascops cooperi,7,63,0.1111111111111111
2010,"Spectacled Owl",Pulsatrix perspicillata,0,69.5,0
2011,"Spectacled Owl",Pulsatrix perspicillata,2,98.05,0.02039775624681285
2012,"Spectacled Owl",Pulsatrix perspicillata,6,98.25,0.061068702290076333
2013,"Spectacled Owl",Pulsatrix perspicillata,4,126.3,0.03167062549485353
2014,"Spectacled Owl",Pulsatrix perspicillata,0,62.25,0
2015,"Spectacled Owl",Pulsatrix perspicillata,10,91,0.10989010989010989
2016,"Spectacled Owl",Pulsatrix perspicillata,3,90.8,0.03303964757709251
2017,"Spectacled Owl",Pulsatrix perspicillata,4,90,0.044444444444444446
2018,"Spectacled Owl",Pulsatrix perspicillata,7,90.5,0.07734806629834254
2019,"Spectacled Owl",Pulsatrix perspicillata,4,63,0.06349206349206349
2010,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,0,69.5,0
2011,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,1,98.05,0.010198878123406425
2012,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,7,98.25,0.07124681933842239
2013,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,3,126.3,0.023752969121140142
2014,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,5,62.25,0.08032128514056225
2015,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,16,91,0.17582417582417584
2016,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,8,90.8,0.0881057268722467
2017,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,12,90,0.13333333333333333
2018,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,9,90.5,0.09944751381215469
2019,"Ferruginous Pygmy-Owl",Glaucidium brasilianum,11,63,0.1746031746031746
2010,"Mottled Owl",Ciccaba virgata,0,69.5,0
2011,"Mottled Owl",Ciccaba virgata,0,98.05,0
2012,"Mottled Owl",Ciccaba virgata,0,98.25,0
2013,"Mottled Owl",Ciccaba virgata,0,126.3,0
2014,"Mottled Owl",Ciccaba virgata,0,62.25,0
2015,"Mottled Owl",Ciccaba virgata,3,91,0.03296703296703297
2016,"Mottled Owl",Ciccaba virgata,0,90.8,0
2017,"Mottled Owl",Ciccaba virgata,0,90,0
2018,"Mottled Owl",Ciccaba virgata,0,90.5,0
