year,species,species_latin,how_many_counted,total_hours,how_many_counted_by_hour
2010,"Common Black Hawk",Buteogallus anthracinus,10,69.5,0.143884892
2011,"Common Black Hawk",Buteogallus anthracinus,24,98.05,0.244773075
2012,"Common Black Hawk",Buteogallus anthracinus,20,98.25,0.203562341
2013,"Common Black Hawk",Buteogallus anthracinus,27,126.3,0.213776722
2014,"Common Black Hawk",Buteogallus anthracinus,13,62.25,0.208835341
2015,"Common Black Hawk",Buteogallus anthracinus,21,91,0.230769231
2016,"Common Black Hawk",Buteogallus anthracinus,17,90.8,0.18722467
2017,"Common Black Hawk",Buteogallus anthracinus,14,90,0.155555556
2018,"Common Black Hawk",Buteogallus anthracinus,12,90.5,0.132596685
2010,"Great Black Hawk",Buteogallus urubitinga,0,69.5,0
2011,"Great Black Hawk",Buteogallus urubitinga,1,98.05,0.010198878
2012,"Great Black Hawk",Buteogallus urubitinga,3,98.25,0.030534351
2013,"Great Black Hawk",Buteogallus urubitinga,0,126.3,0
2014,"Great Black Hawk",Buteogallus urubitinga,2,62.25,0.032128514
2015,"Great Black Hawk",Buteogallus urubitinga,5,91,0.054945055
2016,"Great Black Hawk",Buteogallus urubitinga,2,90.8,0.022026432
2017,"Great Black Hawk",Buteogallus urubitinga,0,90,0
2018,"Great Black Hawk",Buteogallus urubitinga,1,90.5,0.011049724
2010,"Roadside Hawk",Rupornis magnirostris,8,69.5,0.115107914
2011,"Roadside Hawk",Rupornis magnirostris,18,98.05,0.183579806
2012,"Roadside Hawk",Rupornis magnirostris,16,98.25,0.162849873
2013,"Roadside Hawk",Rupornis magnirostris,30,126.3,0.237529691
2014,"Roadside Hawk",Rupornis magnirostris,15,62.25,0.240963855
2015,"Roadside Hawk",Rupornis magnirostris,17,91,0.186813187
2016,"Roadside Hawk",Rupornis magnirostris,9,90.8,0.099118943
2017,"Roadside Hawk",Rupornis magnirostris,16,90,0.177777778
2018,"Roadside Hawk",Rupornis magnirostris,24,90.5,0.26519337
2010,"White-tailed Hawk",Geranoaetus albicaudatus,2,69.5,0.028776978
2011,"White-tailed Hawk",Geranoaetus albicaudatus,0,98.05,0
2012,"White-tailed Hawk",Geranoaetus albicaudatus,0,98.25,0
2013,"White-tailed Hawk",Geranoaetus albicaudatus,1,126.3,0.007917656
2014,"White-tailed Hawk",Geranoaetus albicaudatus,0,62.25,0
2015,"White-tailed Hawk",Geranoaetus albicaudatus,0,91,0
2016,"White-tailed Hawk",Geranoaetus albicaudatus,0,90.8,0
2017,"White-tailed Hawk",Geranoaetus albicaudatus,0,90,0
2018,"White-tailed Hawk",Geranoaetus albicaudatus,0,90.5,0
2010,"Gray Hawk",Buteo plagiatus,2,69.5,0.028776978
2011,"Gray Hawk",Buteo plagiatus,1,98.05,0.010198878
2012,"Gray Hawk",Buteo plagiatus,4,98.25,0.040712468
2013,"Gray Hawk",Buteo plagiatus,2,126.3,0.015835313
2014,"Gray Hawk",Buteo plagiatus,2,62.25,0.032128514
2015,"Gray Hawk",Buteo plagiatus,3,91,0.032967033
2016,"Gray Hawk",Buteo plagiatus,7,90.8,0.077092511
2017,"Gray Hawk",Buteo plagiatus,3,90,0.033333333
2018,"Gray Hawk",Buteo plagiatus,4,90.5,0.044198895
2010,"Broad-winged Hawk",Buteo platypterus,0,69.5,0
2011,"Broad-winged Hawk",Buteo platypterus,3,98.05,0.030596634
2012,"Broad-winged Hawk",Buteo platypterus,4,98.25,0.040712468
2013,"Broad-winged Hawk",Buteo platypterus,2,126.3,0.015835313
2014,"Broad-winged Hawk",Buteo platypterus,1,62.25,0.016064257
2015,"Broad-winged Hawk",Buteo platypterus,3,91,0.032967033
2016,"Broad-winged Hawk",Buteo platypterus,3,90.8,0.033039648
2017,"Broad-winged Hawk",Buteo platypterus,10,90,0.111111111
2018,"Broad-winged Hawk",Buteo platypterus,3,90.5,0.033149171
2010,"Short-tailed Hawk",Buteo brachyurus,0,69.5,0
2011,"Short-tailed Hawk",Buteo brachyurus,0,98.05,0
2012,"Short-tailed Hawk",Buteo brachyurus,0,98.25,0
2013,"Short-tailed Hawk",Buteo brachyurus,1,126.3,0.007917656
2014,"Short-tailed Hawk",Buteo brachyurus,4,62.25,0.064257028
2015,"Short-tailed Hawk",Buteo brachyurus,2,91,0.021978022
2016,"Short-tailed Hawk",Buteo brachyurus,1,90.8,0.011013216
2017,"Short-tailed Hawk",Buteo brachyurus,0,90,0
2018,"Short-tailed Hawk",Buteo brachyurus,1,90.5,0.011049724
2010,"Swainson's Hawk",Buteo swainsoni,0,69.5,0
2011,"Swainson's Hawk",Buteo swainsoni,1,98.05,0.010198878
2012,"Swainson's Hawk",Buteo swainsoni,0,98.25,0
2013,"Swainson's Hawk",Buteo swainsoni,0,126.3,0
2014,"Swainson's Hawk",Buteo swainsoni,0,62.25,0
2015,"Swainson's Hawk",Buteo swainsoni,0,91,0
2016,"Swainson's Hawk",Buteo swainsoni,0,90.8,0
2017,"Swainson's Hawk",Buteo swainsoni,0,90,0
2018,"Swainson's Hawk",Buteo swainsoni,0,90.5,0
2010,"Zone-tailed Hawk",Buteo albonotatus,0,69.5,0
2011,"Zone-tailed Hawk",Buteo albonotatus,0,98.05,0
2012,"Zone-tailed Hawk",Buteo albonotatus,2,98.25,0.020356234
2013,"Zone-tailed Hawk",Buteo albonotatus,0,126.3,0
2014,"Zone-tailed Hawk",Buteo albonotatus,2,62.25,0.032128514
2015,"Zone-tailed Hawk",Buteo albonotatus,1,91,0.010989011
2016,"Zone-tailed Hawk",Buteo albonotatus,3,90.8,0.033039648
2017,"Zone-tailed Hawk",Buteo albonotatus,0,90,0
2018,"Zone-tailed Hawk",Buteo albonotatus,1,90.5,0.011049724
2010,"Sunbittern",Eurypyga helias,0,69.5,0
2011,"Sunbittern",Eurypyga helias,0,98.05,0
2012,"Sunbittern",Eurypyga helias,0,98.25,0
2013,"Sunbittern",Eurypyga helias,0,126.3,0
2014,"Sunbittern",Eurypyga helias,0,62.25,0
2015,"Sunbittern",Eurypyga helias,2,91,0.021978022
2016,"Sunbittern",Eurypyga helias,1,90.8,0.011013216
2017,"Sunbittern",Eurypyga helias,0,90,0
2018,"Sunbittern",Eurypyga helias,0,90.5,0
2010,"Gray-necked Wood-Rail",Aramides cajaneus,1,69.5,0.014388489
2011,"Gray-necked Wood-Rail",Aramides cajaneus,2,98.05,0.020397756
2012,"Gray-necked Wood-Rail",Aramides cajaneus,2,98.25,0.020356234
2013,"Gray-necked Wood-Rail",Aramides cajaneus,6,126.3,0.047505938
2014,"Gray-necked Wood-Rail",Aramides cajaneus,2,62.25,0.032128514
2015,"Gray-necked Wood-Rail",Aramides cajaneus,5,91,0.054945055
2016,"Gray-necked Wood-Rail",Aramides cajaneus,0,90.8,0
2017,"Gray-necked Wood-Rail",Aramides cajaneus,0,90,0
2018,"Gray-necked Wood-Rail",Aramides cajaneus,3,90.5,0.033149171
2010,"Sora",Porzana carolina,0,69.5,0
2011,"Sora",Porzana carolina,0,98.05,0
2012,"Sora",Porzana carolina,0,98.25,0
2013,"Sora",Porzana carolina,1,126.3,0.007917656
2014,"Sora",Porzana carolina,0,62.25,0
2015,"Sora",Porzana carolina,0,91,0
2016,"Sora",Porzana carolina,0,90.8,0
2017,"Sora",Porzana carolina,0,90,0
2018,"Sora",Porzana carolina,0,90.5,0
2010,"Purple Gallinule",Porphyrio martinicus,0,69.5,0
2011,"Purple Gallinule",Porphyrio martinicus,0,98.05,0
2012,"Purple Gallinule",Porphyrio martinicus,0,98.25,0
2013,"Purple Gallinule",Porphyrio martinicus,5,126.3,0.039588282
2014,"Purple Gallinule",Porphyrio martinicus,2,62.25,0.032128514
2015,"Purple Gallinule",Porphyrio martinicus,0,91,0
2016,"Purple Gallinule",Porphyrio martinicus,0,90.8,0
2017,"Purple Gallinule",Porphyrio martinicus,2,90,0.022222222
2018,"Purple Gallinule",Porphyrio martinicus,0,90.5,0
2010,"American Coot",Fulica americana,0,69.5,0
2011,"American Coot",Fulica americana,0,98.05,0
2012,"American Coot",Fulica americana,0,98.25,0
2013,"American Coot",Fulica americana,1,126.3,0.007917656
2014,"American Coot",Fulica americana,0,62.25,0
2015,"American Coot",Fulica americana,0,91,0
2016,"American Coot",Fulica americana,0,90.8,0
2017,"American Coot",Fulica americana,0,90,0
2018,"American Coot",Fulica americana,0,90.5,0
2010,"Double-striped Thick-knee",Burhinus bistriatus,5,69.5,0.071942446
2011,"Double-striped Thick-knee",Burhinus bistriatus,4,98.05,0.040795512
2012,"Double-striped Thick-knee",Burhinus bistriatus,13,98.25,0.132315522
2013,"Double-striped Thick-knee",Burhinus bistriatus,1,126.3,0.007917656
2014,"Double-striped Thick-knee",Burhinus bistriatus,6,62.25,0.096385542
2015,"Double-striped Thick-knee",Burhinus bistriatus,11,91,0.120879121
2016,"Double-striped Thick-knee",Burhinus bistriatus,8,90.8,0.088105727
2017,"Double-striped Thick-knee",Burhinus bistriatus,15,90,0.166666667
2018,"Double-striped Thick-knee",Burhinus bistriatus,4,90.5,0.044198895
2010,"Black-necked Stilt",Himantopus mexicanus,8,69.5,0.115107914
2011,"Black-necked Stilt",Himantopus mexicanus,21,98.05,0.214176441
2012,"Black-necked Stilt",Himantopus mexicanus,20,98.25,0.203562341
2013,"Black-necked Stilt",Himantopus mexicanus,48,126.3,0.380047506
2014,"Black-necked Stilt",Himantopus mexicanus,13,62.25,0.208835341
2015,"Black-necked Stilt",Himantopus mexicanus,3,91,0.032967033
2016,"Black-necked Stilt",Himantopus mexicanus,3,90.8,0.033039648
2017,"Black-necked Stilt",Himantopus mexicanus,7,90,0.077777778
2018,"Black-necked Stilt",Himantopus mexicanus,11,90.5,0.121546961
2010,"American Oystercatcher",Haematopus palliatus,5,69.5,0.071942446
2011,"American Oystercatcher",Haematopus palliatus,11,98.05,0.112187659
2012,"American Oystercatcher",Haematopus palliatus,10,98.25,0.10178117
2013,"American Oystercatcher",Haematopus palliatus,5,126.3,0.039588282
2014,"American Oystercatcher",Haematopus palliatus,4,62.25,0.064257028
2015,"American Oystercatcher",Haematopus palliatus,2,91,0.021978022
2016,"American Oystercatcher",Haematopus palliatus,3,90.8,0.033039648
2017,"American Oystercatcher",Haematopus palliatus,3,90,0.033333333
2018,"American Oystercatcher",Haematopus palliatus,2,90.5,0.022099448
2010,"Black-bellied Plover",Pluvialis squatarola,0,69.5,0
2011,"Black-bellied Plover",Pluvialis squatarola,0,98.05,0
2012,"Black-bellied Plover",Pluvialis squatarola,0,98.25,0
2013,"Black-bellied Plover",Pluvialis squatarola,1,126.3,0.007917656
2014,"Black-bellied Plover",Pluvialis squatarola,3,62.25,0.048192771
2015,"Black-bellied Plover",Pluvialis squatarola,0,91,0
2016,"Black-bellied Plover",Pluvialis squatarola,0,90.8,0
2017,"Black-bellied Plover",Pluvialis squatarola,0,90,0
2018,"Black-bellied Plover",Pluvialis squatarola,0,90.5,0
2010,"Southern Lapwing",Vanellus chilensis,0,69.5,0
2011,"Southern Lapwing",Vanellus chilensis,0,98.05,0
2012,"Southern Lapwing",Vanellus chilensis,0,98.25,0
2013,"Southern Lapwing",Vanellus chilensis,1,126.3,0.007917656
2014,"Southern Lapwing",Vanellus chilensis,3,62.25,0.048192771
2015,"Southern Lapwing",Vanellus chilensis,0,91,0
2016,"Southern Lapwing",Vanellus chilensis,0,90.8,0
2017,"Southern Lapwing",Vanellus chilensis,13,90,0.144444444
2018,"Southern Lapwing",Vanellus chilensis,19,90.5,0.209944751
2010,"Collared Plover",Charadrius collaris,0,69.5,0
2011,"Collared Plover",Charadrius collaris,0,98.05,0
2012,"Collared Plover",Charadrius collaris,1,98.25,0.010178117
2013,"Collared Plover",Charadrius collaris,0,126.3,0
2014,"Collared Plover",Charadrius collaris,0,62.25,0
2015,"Collared Plover",Charadrius collaris,0,91,0
2016,"Collared Plover",Charadrius collaris,0,90.8,0
2017,"Collared Plover",Charadrius collaris,0,90,0
2018,"Collared Plover",Charadrius collaris,0,90.5,0
2010,"Snowy Plover",Charadrius nivosus,0,69.5,0
2011,"Snowy Plover",Charadrius nivosus,4,98.05,0.040795512
2012,"Snowy Plover",Charadrius nivosus,0,98.25,0
2013,"Snowy Plover",Charadrius nivosus,0,126.3,0
2014,"Snowy Plover",Charadrius nivosus,0,62.25,0
2015,"Snowy Plover",Charadrius nivosus,0,91,0
2016,"Snowy Plover",Charadrius nivosus,0,90.8,0
2017,"Snowy Plover",Charadrius nivosus,0,90,0
2018,"Snowy Plover",Charadrius nivosus,0,90.5,0
2010,"Wilson's Plover",Charadrius wilsonia,0,69.5,0
2011,"Wilson's Plover",Charadrius wilsonia,7,98.05,0.071392147
2012,"Wilson's Plover",Charadrius wilsonia,16,98.25,0.162849873
2013,"Wilson's Plover",Charadrius wilsonia,0,126.3,0
2014,"Wilson's Plover",Charadrius wilsonia,18,62.25,0.289156627
2015,"Wilson's Plover",Charadrius wilsonia,8,91,0.087912088
2016,"Wilson's Plover",Charadrius wilsonia,0,90.8,0
2017,"Wilson's Plover",Charadrius wilsonia,30,90,0.333333333
2018,"Wilson's Plover",Charadrius wilsonia,20,90.5,0.220994475
2010,"Semipalmated Plover",Charadrius semipalmatus,0,69.5,0
2011,"Semipalmated Plover",Charadrius semipalmatus,0,98.05,0
2012,"Semipalmated Plover",Charadrius semipalmatus,11,98.25,0.111959288
2013,"Semipalmated Plover",Charadrius semipalmatus,0,126.3,0
2014,"Semipalmated Plover",Charadrius semipalmatus,0,62.25,0
2015,"Semipalmated Plover",Charadrius semipalmatus,0,91,0
2016,"Semipalmated Plover",Charadrius semipalmatus,7,90.8,0.077092511
2017,"Semipalmated Plover",Charadrius semipalmatus,37,90,0.411111111
2018,"Semipalmated Plover",Charadrius semipalmatus,0,90.5,0
2010,"Killdeer",Charadrius vociferus,0,69.5,0
2011,"Killdeer",Charadrius vociferus,0,98.05,0
2012,"Killdeer",Charadrius vociferus,2,98.25,0.020356234
2013,"Killdeer",Charadrius vociferus,1,126.3,0.007917656
2014,"Killdeer",Charadrius vociferus,14,62.25,0.224899598
2015,"Killdeer",Charadrius vociferus,22,91,0.241758242
2016,"Killdeer",Charadrius vociferus,0,90.8,0
2017,"Killdeer",Charadrius vociferus,9,90,0.1
2018,"Killdeer",Charadrius vociferus,6,90.5,0.066298343
2010,"Northern Jacana",Jacana spinosa,1,69.5,0.014388489
2011,"Northern Jacana",Jacana spinosa,0,98.05,0
2012,"Northern Jacana",Jacana spinosa,7,98.25,0.071246819
2013,"Northern Jacana",Jacana spinosa,5,126.3,0.039588282
2014,"Northern Jacana",Jacana spinosa,1,62.25,0.016064257
2015,"Northern Jacana",Jacana spinosa,0,91,0
2016,"Northern Jacana",Jacana spinosa,0,90.8,0
2017,"Northern Jacana",Jacana spinosa,1,90,0.011111111
2018,"Northern Jacana",Jacana spinosa,5,90.5,0.055248619
2010,"Spotted Sandpiper",Actitis macularius,14,69.5,0.201438849
2011,"Spotted Sandpiper",Actitis macularius,20,98.05,0.203977562
2012,"Spotted Sandpiper",Actitis macularius,41,98.25,0.417302799
2013,"Spotted Sandpiper",Actitis macularius,27,126.3,0.213776722
2014,"Spotted Sandpiper",Actitis macularius,8,62.25,0.128514056
2015,"Spotted Sandpiper",Actitis macularius,14,91,0.153846154
2016,"Spotted Sandpiper",Actitis macularius,21,90.8,0.231277533
2017,"Spotted Sandpiper",Actitis macularius,6,90,0.066666667
2018,"Spotted Sandpiper",Actitis macularius,15,90.5,0.165745856
2010,"Solitary Sandpiper",Tringa solitaria,0,69.5,0
2011,"Solitary Sandpiper",Tringa solitaria,0,98.05,0
2012,"Solitary Sandpiper",Tringa solitaria,2,98.25,0.020356234
2013,"Solitary Sandpiper",Tringa solitaria,1,126.3,0.007917656
2014,"Solitary Sandpiper",Tringa solitaria,0,62.25,0
2015,"Solitary Sandpiper",Tringa solitaria,0,91,0
2016,"Solitary Sandpiper",Tringa solitaria,0,90.8,0
2017,"Solitary Sandpiper",Tringa solitaria,3,90,0.033333333
2018,"Solitary Sandpiper",Tringa solitaria,0,90.5,0
2010,"Greater Yellowlegs",Tringa melanoleuca,0,69.5,0
2011,"Greater Yellowlegs",Tringa melanoleuca,1,98.05,0.010198878
2012,"Greater Yellowlegs",Tringa melanoleuca,0,98.25,0
2013,"Greater Yellowlegs",Tringa melanoleuca,0,126.3,0
2014,"Greater Yellowlegs",Tringa melanoleuca,0,62.25,0
2015,"Greater Yellowlegs",Tringa melanoleuca,1,91,0.010989011
2016,"Greater Yellowlegs",Tringa melanoleuca,0,90.8,0
2017,"Greater Yellowlegs",Tringa melanoleuca,2,90,0.022222222
2018,"Greater Yellowlegs",Tringa melanoleuca,0,90.5,0
2010,"Willet",Tringa semipalmata,3,69.5,0.043165468
2011,"Willet",Tringa semipalmata,14,98.05,0.142784294
2012,"Willet",Tringa semipalmata,42,98.25,0.427480916
2013,"Willet",Tringa semipalmata,25,126.3,0.197941409
2014,"Willet",Tringa semipalmata,21,62.25,0.337349398
2015,"Willet",Tringa semipalmata,10,91,0.10989011
2016,"Willet",Tringa semipalmata,34,90.8,0.374449339
2017,"Willet",Tringa semipalmata,10,90,0.111111111
2018,"Willet",Tringa semipalmata,7,90.5,0.077348066
2010,"Lesser Yellowlegs",Tringa flavipes,0,69.5,0
2011,"Lesser Yellowlegs",Tringa flavipes,0,98.05,0
2012,"Lesser Yellowlegs",Tringa flavipes,0,98.25,0
2013,"Lesser Yellowlegs",Tringa flavipes,1,126.3,0.007917656
2014,"Lesser Yellowlegs",Tringa flavipes,0,62.25,0
2015,"Lesser Yellowlegs",Tringa flavipes,0,91,0
2016,"Lesser Yellowlegs",Tringa flavipes,0,90.8,0
2017,"Lesser Yellowlegs",Tringa flavipes,1,90,0.011111111
2018,"Lesser Yellowlegs",Tringa flavipes,0,90.5,0
2010,"Whimbrel",Numenius phaeopus,8,69.5,0.115107914
2011,"Whimbrel",Numenius phaeopus,43,98.05,0.438551759
2012,"Whimbrel",Numenius phaeopus,59,98.25,0.600508906
2013,"Whimbrel",Numenius phaeopus,14,126.3,0.110847189
2014,"Whimbrel",Numenius phaeopus,3,62.25,0.048192771
2015,"Whimbrel",Numenius phaeopus,6,91,0.065934066
2016,"Whimbrel",Numenius phaeopus,3,90.8,0.033039648
2017,"Whimbrel",Numenius phaeopus,18,90,0.2
2018,"Whimbrel",Numenius phaeopus,14,90.5,0.154696133
2010,"Ruddy Turnstone",Arenaria interpres,9,69.5,0.129496403
2011,"Ruddy Turnstone",Arenaria interpres,0,98.05,0
2012,"Ruddy Turnstone",Arenaria interpres,1,98.25,0.010178117
2013,"Ruddy Turnstone",Arenaria interpres,3,126.3,0.023752969
2014,"Ruddy Turnstone",Arenaria interpres,4,62.25,0.064257028
2015,"Ruddy Turnstone",Arenaria interpres,1,91,0.010989011
2016,"Ruddy Turnstone",Arenaria interpres,0,90.8,0
2017,"Ruddy Turnstone",Arenaria interpres,0,90,0
2018,"Ruddy Turnstone",Arenaria interpres,0,90.5,0
2010,"Red Knot",Calidris canutus,0,69.5,0
2011,"Red Knot",Calidris canutus,0,98.05,0
2012,"Red Knot",Calidris canutus,3,98.25,0.030534351
2013,"Red Knot",Calidris canutus,0,126.3,0
2014,"Red Knot",Calidris canutus,0,62.25,0
2015,"Red Knot",Calidris canutus,0,91,0
2016,"Red Knot",Calidris canutus,0,90.8,0
2017,"Red Knot",Calidris canutus,0,90,0
2018,"Red Knot",Calidris canutus,0,90.5,0
2010,"Sanderling",Calidris alba,0,69.5,0
2011,"Sanderling",Calidris alba,0,98.05,0
2012,"Sanderling",Calidris alba,20,98.25,0.203562341
2013,"Sanderling",Calidris alba,0,126.3,0
2014,"Sanderling",Calidris alba,0,62.25,0
2015,"Sanderling",Calidris alba,0,91,0
2016,"Sanderling",Calidris alba,0,90.8,0
2017,"Sanderling",Calidris alba,0,90,0
2018,"Sanderling",Calidris alba,0,90.5,0
2010,"Least Sandpiper",Calidris minutilla,0,69.5,0
2011,"Least Sandpiper",Calidris minutilla,0,98.05,0
2012,"Least Sandpiper",Calidris minutilla,0,98.25,0
2013,"Least Sandpiper",Calidris minutilla,0,126.3,0
2014,"Least Sandpiper",Calidris minutilla,0,62.25,0
2015,"Least Sandpiper",Calidris minutilla,2,91,0.021978022
2016,"Least Sandpiper",Calidris minutilla,0,90.8,0
2017,"Least Sandpiper",Calidris minutilla,0,90,0
2018,"Least Sandpiper",Calidris minutilla,0,90.5,0
2010,"Semipalmated Sandpiper",Calidris pusilla,12,69.5,0.172661871
2011,"Semipalmated Sandpiper",Calidris pusilla,0,98.05,0
2012,"Semipalmated Sandpiper",Calidris pusilla,0,98.25,0
2013,"Semipalmated Sandpiper",Calidris pusilla,0,126.3,0
2014,"Semipalmated Sandpiper",Calidris pusilla,0,62.25,0
2015,"Semipalmated Sandpiper",Calidris pusilla,0,91,0
2016,"Semipalmated Sandpiper",Calidris pusilla,0,90.8,0
2017,"Semipalmated Sandpiper",Calidris pusilla,0,90,0
2018,"Semipalmated Sandpiper",Calidris pusilla,0,90.5,0
2010,"Western Sandpiper",Calidris mauri,0,69.5,0
2011,"Western Sandpiper",Calidris mauri,0,98.05,0
2012,"Western Sandpiper",Calidris mauri,0,98.25,0
2013,"Western Sandpiper",Calidris mauri,0,126.3,0
2014,"Western Sandpiper",Calidris mauri,0,62.25,0
2015,"Western Sandpiper",Calidris mauri,0,91,0
2016,"Western Sandpiper",Calidris mauri,0,90.8,0
2017,"Western Sandpiper",Calidris mauri,2,90,0.022222222
2018,"Western Sandpiper",Calidris mauri,2,90.5,0.022099448
2010,"Short-billed Dowitcher",Limnodromus griseus,5,69.5,0.071942446
2011,"Short-billed Dowitcher",Limnodromus griseus,0,98.05,0
2012,"Short-billed Dowitcher",Limnodromus griseus,0,98.25,0
2013,"Short-billed Dowitcher",Limnodromus griseus,0,126.3,0
2014,"Short-billed Dowitcher",Limnodromus griseus,0,62.25,0
2015,"Short-billed Dowitcher",Limnodromus griseus,0,91,0
2016,"Short-billed Dowitcher",Limnodromus griseus,0,90.8,0
2017,"Short-billed Dowitcher",Limnodromus griseus,0,90,0
2018,"Short-billed Dowitcher",Limnodromus griseus,0,90.5,0
2010,"Sabine's Gull",Xema sabini,0,69.5,0
2011,"Sabine's Gull",Xema sabini,0,98.05,0
2012,"Sabine's Gull",Xema sabini,0,98.25,0
2013,"Sabine's Gull",Xema sabini,0,126.3,0
2014,"Sabine's Gull",Xema sabini,0,62.25,0
2015,"Sabine's Gull",Xema sabini,2,91,0.021978022
2016,"Sabine's Gull",Xema sabini,0,90.8,0
2017,"Sabine's Gull",Xema sabini,0,90,0
2018,"Sabine's Gull",Xema sabini,0,90.5,0
2010,"Laughing Gull",Leucophaeus atricilla,8,69.5,0.115107914
2011,"Laughing Gull",Leucophaeus atricilla,0,98.05,0
2012,"Laughing Gull",Leucophaeus atricilla,85,98.25,0.865139949
2013,"Laughing Gull",Leucophaeus atricilla,5,126.3,0.039588282
2014,"Laughing Gull",Leucophaeus atricilla,2,62.25,0.032128514
2015,"Laughing Gull",Leucophaeus atricilla,108,91,1.186813187
2016,"Laughing Gull",Leucophaeus atricilla,0,90.8,0
2017,"Laughing Gull",Leucophaeus atricilla,2,90,0.022222222
2018,"Laughing Gull",Leucophaeus atricilla,7,90.5,0.077348066
2010,"Black Tern",Chlidonias niger,0,69.5,0
2011,"Black Tern",Chlidonias niger,0,98.05,0
2012,"Black Tern",Chlidonias niger,0,98.25,0
2013,"Black Tern",Chlidonias niger,0,126.3,0
2014,"Black Tern",Chlidonias niger,0,62.25,0
2015,"Black Tern",Chlidonias niger,650,91,7.142857143
2016,"Black Tern",Chlidonias niger,0,90.8,0
2017,"Black Tern",Chlidonias niger,0,90,0
2018,"Black Tern",Chlidonias niger,0,90.5,0
2010,"Common Tern",Sterna hirundo,0,69.5,0
2011,"Common Tern",Sterna hirundo,0,98.05,0
2012,"Common Tern",Sterna hirundo,0,98.25,0
2013,"Common Tern",Sterna hirundo,0,126.3,0
2014,"Common Tern",Sterna hirundo,0,62.25,0
2015,"Common Tern",Sterna hirundo,9,91,0.098901099
2016,"Common Tern",Sterna hirundo,0,90.8,0
2017,"Common Tern",Sterna hirundo,0,90,0
2018,"Common Tern",Sterna hirundo,0,90.5,0
2010,"Royal Tern",Thalasseus maximus,78,69.5,1.122302158
2011,"Royal Tern",Thalasseus maximus,68,98.05,0.693523712
2012,"Royal Tern",Thalasseus maximus,38,98.25,0.386768448
2013,"Royal Tern",Thalasseus maximus,142,126.3,1.124307205
2014,"Royal Tern",Thalasseus maximus,16,62.25,0.257028112
2015,"Royal Tern",Thalasseus maximus,17,91,0.186813187
2016,"Royal Tern",Thalasseus maximus,0,90.8,0
2017,"Royal Tern",Thalasseus maximus,9,90,0.1
2018,"Royal Tern",Thalasseus maximus,15,90.5,0.165745856
2010,"Sandwich Tern",Thalasseus sandvicensis,0,69.5,0
2011,"Sandwich Tern",Thalasseus sandvicensis,0,98.05,0
2012,"Sandwich Tern",Thalasseus sandvicensis,0,98.25,0
2013,"Sandwich Tern",Thalasseus sandvicensis,0,126.3,0
2014,"Sandwich Tern",Thalasseus sandvicensis,0,62.25,0
2015,"Sandwich Tern",Thalasseus sandvicensis,12,91,0.131868132
2016,"Sandwich Tern",Thalasseus sandvicensis,0,90.8,0
2017,"Sandwich Tern",Thalasseus sandvicensis,0,90,0
2018,"Sandwich Tern",Thalasseus sandvicensis,0,90.5,0
2010,"Elegant Tern",Thalasseus elegans,0,69.5,0
2011,"Elegant Tern",Thalasseus elegans,0,98.05,0
2012,"Elegant Tern",Thalasseus elegans,0,98.25,0
2013,"Elegant Tern",Thalasseus elegans,0,126.3,0
2014,"Elegant Tern",Thalasseus elegans,0,62.25,0
2015,"Elegant Tern",Thalasseus elegans,10,91,0.10989011
2016,"Elegant Tern",Thalasseus elegans,0,90.8,0
2017,"Elegant Tern",Thalasseus elegans,0,90,0
2018,"Elegant Tern",Thalasseus elegans,1,90.5,0.011049724
2010,"Pale-vented Pigeon",Patagioenas cayennensis,0,69.5,0
2011,"Pale-vented Pigeon",Patagioenas cayennensis,0,98.05,0
2012,"Pale-vented Pigeon",Patagioenas cayennensis,0,98.25,0
2013,"Pale-vented Pigeon",Patagioenas cayennensis,2,126.3,0.015835313
2014,"Pale-vented Pigeon",Patagioenas cayennensis,0,62.25,0
2015,"Pale-vented Pigeon",Patagioenas cayennensis,0,91,0
2016,"Pale-vented Pigeon",Patagioenas cayennensis,0,90.8,0
2017,"Pale-vented Pigeon",Patagioenas cayennensis,0,90,0
2018,"Pale-vented Pigeon",Patagioenas cayennensis,0,90.5,0
2010,"Scaled Pigeon",Patagioenas speciosa,0,69.5,0
2011,"Scaled Pigeon",Patagioenas speciosa,0,98.05,0
2012,"Scaled Pigeon",Patagioenas speciosa,0,98.25,0
2013,"Scaled Pigeon",Patagioenas speciosa,0,126.3,0
2014,"Scaled Pigeon",Patagioenas speciosa,0,62.25,0
2015,"Scaled Pigeon",Patagioenas speciosa,0,91,0
2016,"Scaled Pigeon",Patagioenas speciosa,0,90.8,0
2017,"Scaled Pigeon",Patagioenas speciosa,2,90,0.022222222
2018,"Scaled Pigeon",Patagioenas speciosa,0,90.5,0
2010,"Red-billed Pigeon",Patagioenas flavirostris,7,69.5,0.100719424
2011,"Red-billed Pigeon",Patagioenas flavirostris,11,98.05,0.112187659
2012,"Red-billed Pigeon",Patagioenas flavirostris,8,98.25,0.081424936
2013,"Red-billed Pigeon",Patagioenas flavirostris,6,126.3,0.047505938
2014,"Red-billed Pigeon",Patagioenas flavirostris,16,62.25,0.257028112
2015,"Red-billed Pigeon",Patagioenas flavirostris,38,91,0.417582418
2016,"Red-billed Pigeon",Patagioenas flavirostris,3,90.8,0.033039648
